UNH,1,3
GS,1,3
HD,1,3
AMGN,1,3
MSFT,1,3
CAT,1,3
MCD,1,3
BA,1,3
HON,1,3
V,1,3
CRM,1,3
MMM,1,3
DIS,1,3
JNJ,1,3
JPM,1,3
TRV,1,3
AXP,1,3
IBM,1,3
WMT,1,3
PG,1,3
NKE,1,3
AAPL,1,3
CVX,1,3
MRK,1,3
DOW,1,3
VZ,1,3
INTC,1,3
KO,1,3
WBA,1,3
CSCO,1,3
